DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2024/01/05 04:27:00,NOAA-21,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,1.9,0.22,0.5,-20.51839,-48.55684
2024/01/06 16:15:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,4.39,0.08,4.8,-20.50741,-48.85786
2024/01/06 16:15:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,4.42,0.08,4.8,-20.50705,-48.85428
2024/01/06 16:15:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,4.37,0.08,6.5,-20.50777,-48.86145
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,4.04,0.13,4.4,-20.39367,-48.76454
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,2.19,0.07,11.4,-20.60641,-48.69304
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,2.49,0.08,10.3,-20.58535,-48.67893
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,2.85,0.07,10.1,-20.56742,-48.70489
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,1.9,0.1,6.8,-20.4692,-48.4598
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,3.34,0.12,14.1,-20.46451,-48.67384
2024/01/06 17:06:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,4.06,0.13,4.4,-20.39728,-48.76389
2024/01/07 12:59:00,TERRA_M-T,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,8.45,0.03,8.3,-20.53475,-48.49893
2024/01/07 15:56:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,9.78,0.02,13.0,-20.49927,-48.45368
2024/01/07 15:56:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,9.84,0.02,12.0,-20.4994,-48.45258
2024/01/07 16:20:00,NOAA-21,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,9.62,0.02,14.8,-20.49667,-48.45473
2024/01/07 16:20:00,NOAA-21,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,9.84,0.02,20.8,-20.50129,-48.45408
2024/01/07 17:38:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,0.37,0.25,4.5,-20.51166,-48.85353
2024/01/08 16:02:00,NOAA-21,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.65,0.1,8.8,-20.50163,-48.4573
2024/01/08 16:02:00,NOAA-21,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.65,0.1,11.6,-20.50366,-48.45571
2024/01/08 16:28:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.7,0.09,11.0,-20.49677,-48.45243
2024/01/08 16:28:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,1,0.1,0.32,6.8,-20.44783,-48.74842
2024/01/08 16:28:00,NPP-375,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.77,0.12,10.0,-20.46766,-48.46061
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.5,0.07,7.0,-20.54274,-48.45414
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.1,0.24,14.4,-20.62564,-48.52887
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.1,0.3,11.8,-20.61611,-48.52621
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.1,0.3,10.7,-20.61531,-48.52677
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.49,0.08,6.3,-20.54884,-48.46228
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.5,0.07,6.3,-20.54796,-48.4577
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.5,0.07,7.0,-20.54707,-48.4531
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.5,0.07,6.3,-20.54363,-48.45875
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.67,0.14,8.8,-20.53926,-48.41267
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.5,0.07,8.4,-20.53841,-48.45515
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.69,0.09,8.1,-20.49745,-48.4543
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,2,0.1,0.42,8.9,-20.39793,-48.76575
2024/01/08 17:17:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,2,0.0,0.45,7.7,-20.51021,-48.85302
2024/01/09 17:00:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,2,0.0,0.21,6.1,-20.49425,-48.45221
2024/01/09 17:00:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,2,0.0,0.45,1.9,-20.56717,-48.70716
2024/01/09 17:00:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,2,0.0,0.21,9.7,-20.4983,-48.45552
2024/01/09 17:00:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,2,0.0,0.21,9.7,-20.49766,-48.45159
2024/01/10 17:41:00,AQUA_M-T,Brasil,SÃO PAULO,BARRETOS,Cerrado,3,0.0,0.26,12.9,-20.54376,-48.45927
2024/01/12 04:23:00,NPP-375D,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.1,0.55,1.4,-20.46001,-48.60438
2024/01/13 04:55:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,13.52,-999.0,0.7,-20.51809,-48.86623
2024/01/13 04:55:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,13.32,-999.0,1.0,-20.51358,-48.86559
2024/01/14 17:06:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,0,0.5,0.08,8.2,-20.51149,-48.79962
2024/01/14 17:06:00,NOAA-20,Brasil,SÃO PAULO,BARRETOS,Cerrado,0,0.5,0.21,6.2,-20.41388,-48.69189
