DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2021/01/09 04:06:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,1,1.2,0.1,2.1,-20.90166,-48.46127
2021/01/09 04:06:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,1.0,0.2,1.3,-21.00082,-48.52824
2021/01/09 04:06:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,1.0,0.2,5.8,-20.99785,-48.52996
2021/01/09 04:06:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,1,1.2,0.1,2.0,-20.90359,-48.46369
2021/01/09 05:00:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,0.9,0.2,1.2,-20.99769,-48.53208
2021/01/09 05:00:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,1.0,0.2,1.2,-20.99804,-48.52876
2021/01/09 16:36:00,NPP-375,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,1.0,0.2,10.3,-20.99758,-48.5291
2021/01/10 04:42:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,11.3,0.0,4.5,-21.04097,-48.52412
2021/01/10 17:06:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,11.2,0.0,3.7,-21.04373,-48.52166
2021/01/10 17:06:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,13.4,0.0,7.4,-21.00191,-48.53328
2021/01/12 04:00:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,9.4,0.0,4.2,-21.04448,-48.52562
2021/01/12 04:00:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,9.4,0.0,2.1,-21.04261,-48.52366
2021/01/12 04:00:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,9.4,0.0,2.1,-21.04656,-48.52454
2021/01/12 04:54:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,9.3,0.0,2.5,-21.046,-48.52724
2021/01/12 04:54:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,9.5,0.0,2.3,-21.04659,-48.52208
2021/01/23 03:54:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,2,0.1,0.4,3.3,-20.99927,-48.53009
2021/01/23 03:54:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,3,1.3,0.3,1.1,-20.89645,-48.38297
2021/01/23 03:54:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,2,0.1,0.4,3.2,-20.99838,-48.53458
2021/01/23 16:24:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,3,1.2,0.3,4.6,-20.89786,-48.38212
2021/01/23 16:24:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,3,1.2,0.3,4.4,-20.8982,-48.38537
2021/02/04 04:18:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,2.4,0.1,0.8,-21.04739,-48.51247
2021/02/04 04:18:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,2.5,0.1,0.5,-21.05071,-48.51308
2021/02/04 04:18:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,2.4,0.1,1.0,-21.04347,-48.51557
2021/02/04 04:18:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,2.4,0.1,0.8,-21.04406,-48.51186
2021/02/05 02:10:00,TERRA_M-M,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,0.0,0.2,9.3,-21.053,-48.516
2021/02/05 04:00:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,0.0,0.2,0.9,-21.04492,-48.51609
2021/02/05 04:00:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,0.0,0.2,2.6,-21.04991,-48.51157
2021/02/05 04:00:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,0.0,0.2,2.6,-21.05388,-48.51247
2021/02/08 16:24:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,3,0.0,0.3,1.8,-21.04636,-48.51274
2021/02/08 17:12:00,NPP-375,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,3,0.0,0.3,3.5,-21.04544,-48.51355
2021/02/08 17:12:00,NPP-375,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,3,0.0,0.5,12.1,-21.04973,-48.51254
2021/02/09 04:24:00,NPP-375D,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,4,0.0,0.5,1.3,-21.04736,-48.51215
2021/02/09 16:54:00,NPP-375,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,4,0.0,0.3,5.1,-21.04583,-48.51423
2021/03/11 04:12:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Mata Atlântica,0,0.1,0.3,1.1,-20.983,-48.63944
2021/03/28 16:24:00,NOAA-20,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,1,0.0,1.0,3.8,-20.90467,-48.49692
